id2,url,asin,brand,pcategory1,title,listprice,techdetails,proddescrshort,proddescrlong,imageurl,modelno,itemweight,length,width,height
1910,13215254,2394295137,[64905],"[2942, 2695]","[64905, 0, 71316, 48465, 1218]",19.98,"[48465, 0, 1122, 3055, 1262, 160382, 268, 2996, 244875, 4026]","[23, 64905, 120405, 48465, 764, 539, 5157, 1830, 624, 7, 0, 1122, 3055, 740250, 242, 7, 0, 1765, 2492, 4, 4333, 25024, 389, 19, 42, 2166, 64905, 12, 19, 336, 1163512]","[48465, 0, 1122, 3055, 1262, 160382, 268, 2996, 244875, 4026, 9423, 5725, 13592, 31366, 869, 1058, 11224, 3495, 272440, 3055, 14946, 59629, 302, 978, 763]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2509, 66, 3133, 66, 2741, 66, 3361, 66, 0, 643, 0]",95137,1.95,4.86,4.86,3.06
1911,13338916,8512688055,[15501],"[3915, 4, 21697, 2695]","[15501, 478432, 10547, 9468, 12, 9298, 1331, 18991, 10807, 0]",478.0,"[26839, 4953, 0, 9468, 3487, 380, 2153, 8, 381, 1148, 25891, 9298, 1331, 18991, 4753]","[23, 15501, 478432, 10547, 9468, 14597, 15501, 270, 735, 318018, 5275, 1325, 20, 7, 0, 8950, 0, 223, 4999, 5, 340, 40, 318018, 1325, 8, 3, 1352, 444, 28, 4124, 270, 9894, 9794, 38404, 715, 36, 103, 40, 318018, 1325, 12, 3, 1352, 444, 43, 90, 69444, 12, 762, 12039, 8, 3, 478, 14462, 29, 3, 9794, 38404, 11, 1179, 8, 5, 3, 776710, 51993, 551, 1596, 2587, 85181, 1679, 2153, 4, 278, 149543, 4124, 2153, 715, 1124, 762, 397, 1142, 3, 1033, 8950, 827948, 77, 4124, 46, 7, 2614, 6269, 1967, 6, 90196, 63133, 2595, 26, 44, 14726, 12396, 4, 7, 2635, 35445, 6, 67, 13125, 11224, 4732, 359, 22, 2315, 12, 26053, 1104131, 568, 4139, 6269, 254, 16282, 647, 4124, 8220, 359, 22, 3163, 12, 126, 20, 11520, 51845, 6943, 4, 3, 5634, 1932453, 1009270, 51993, 2258, 77338, 8664, 1939, 3, 9555, 8, 3, 35412, 1104131]","[4247, 874, 26839, 4953, 0, 5185, 21127, 16058, 3653, 2192, 9468, 3487, 380, 2153, 8, 381, 1148, 8604, 16164, 0, 3282, 6050, 23285, 2977, 1157750, 61187, 50853, 6392, 16058, 481957, 360, 4953, 488096, 11046, 48835, 1275, 132, 48835, 11114, 25891, 9298, 1331, 18991, 4753]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2384, 66, 3542, 66, 646, 66, 4713, 66, 0, 643, 0]",880306,1.39,4.0,3.1,3.1
1912,14249557,64109216395,[26203],"[5629, 17, 961]","[26203, 20712, 650, 951208, 13458, 4, 2079, 3165, 4330, 17, 12842, 6022, 3653, 360, 4705]",798.45,"[242, 3, 951208, 13458, 2079, 19, 42, 32, 7, 3140, 4064, 30928, 1181, 18, 35, 1588, 8, 168, 531, 97, 24392, 564939, 23, 951208, 16604, 400, 7, 428, 1733, 20, 106, 321, 29948, 358, 4, 59480, 305761, 1694, 8, 2108, 733137, 2468, 0, 10682, 1223, 0, 20, 168, 390, 7902, 7917, 14151, 5990, 4, 14151, 3140, 0, 4776, 0, 12285, 5, 3, 1588, 33, 6160, 20, 8141, 16342, 18, 3, 144, 6, 3, 358, 0, 7511, 24, 104, 385, 387, 2054, 360, 147, 147, 387, 1276, 0, 12, 67, 153, 318, 11840, 8, 1497, 4, 23721, 7734, 11174, 2763, 8106, 16342, 4254, 1221, 33, 89, 1181, 3271, 1561, 71, 1632, 17, 403, 141, 20, 98, 684, 503, 199, 4330, 2695]",[0],"[0, 3, 951208, 13458, 2079, 19, 42, 32, 7, 3140, 4064, 30928, 1181, 18, 35, 1588, 8, 168, 531, 97, 24392, 564939, 23, 951208, 16604, 400, 7, 428, 1733, 20, 106, 321, 29948, 358, 4, 59480, 305761, 1694, 8, 2108, 733137, 2468, 243, 10682, 1223, 8967, 20, 168, 390, 7902, 7917, 14151, 5990, 4, 14151, 3140, 48861, 4776, 26406, 12285, 5, 3, 1588, 33, 6160, 20, 8141, 16342, 18, 3, 144, 6, 3, 358, 2123, 7511, 24, 104, 385, 387, 2054, 360, 147, 147, 387, 1276, 227282, 12, 67, 153, 318, 11840, 8, 1497, 4, 23721, 2763, 8106, 16342, 4254, 1221, 33, 89, 1181, 3271, 1561, 71, 1632, 17, 403, 141, 20, 98, 684]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 3014, 66, 168, 66, 5099, 66, 387, 66, 0, 643, 0, 643, 0]",136079,40.0,,,
1913,14250859,64109216613,[26203],"[5629, 17, 961]","[26203, 20712, 650, 152607, 20, 1730656, 5305, 4330, 17, 375, 26254, 23953, 6022]",186.55,"[15248, 397, 0, 12536, 1181, 12, 1588, 33, 6160, 0, 77, 1181, 624, 3, 95, 1730656, 14192, 8, 68, 3, 1181, 1604, 7324, 8354, 144, 102, 3, 358, 20, 7, 716, 30774, 18, 3, 2019, 33, 2638, 0, 77, 1181, 11, 90, 16110, 8, 7, 223675, 2269, 358, 20, 7, 106924, 627, 11808, 1630, 4, 4648, 0, 2468, 0, 321, 5, 2784, 7008, 1148, 0, 5881, 20, 2638, 7902, 0, 8, 223675, 2269, 358, 68, 46, 7, 106924, 627, 11808, 1630, 20, 4648, 305761, 0, 499, 6209, 4624, 16342, 12, 9042, 5, 1588, 6160, 33, 1513, 6267, 14567, 0, 12, 67, 153, 318, 11840, 8, 1497, 4, 23721, 1730656, 2238, 14192, 0, 39463, 4231, 0, 242, 1730656, 3, 1181, 385499, 8, 3, 5500, 2708, 124, 3546, 4, 7324, 101530, 5, 3, 2046, 834, 18, 106, 211, 150, 7, 716, 30774, 18, 3, 2019, 0, 1604, 10005, 197, 1070, 65, 7, 1087, 2086, 10144, 5881, 12536, 409772, 0, 3, 1181, 5, 3, 358, 20, 7, 716, 2638, 97, 18195, 56255, 33, 15788, 9869, 11, 781, 5, 5383, 3, 1730656, 14192, 0, 1604, 101530, 3546, 4, 11167, 102, 3, 358, 16766, 154, 51, 29, 22, 5921, 106, 2979, 2640, 0, 710, 3290, 1006, 19, 5, 1147, 33, 2648, 3, 1181, 1155, 33, 710, 26, 98, 335, 8, 236, 0, 1198, 1776, 5, 3, 71256, 33, 1181, 1604, 157, 6907, 1619, 20, 3, 358, 7734, 11174]",[0],"[0, 397, 0, 12536, 1181, 12, 1588, 33, 6160, 0, 77, 1181, 624, 3, 95, 1730656, 14192, 8, 68, 3, 1181, 1604, 7324, 8354, 144, 102, 3, 358, 20, 7, 716, 30774, 18, 3, 2019, 33, 2638, 0, 77, 1181, 11, 90, 16110, 8, 7, 223675, 2269, 358, 20, 7, 106924, 627, 11808, 1630, 4, 4648, 0, 2468, 149, 321, 5, 2784, 7008, 1148, 0, 5881, 20, 2638, 7902, 78748, 8, 223675, 2269, 358, 68, 46, 7, 106924, 627, 11808, 1630, 20, 4648, 305761, 855570, 499, 6209, 4624, 16342, 12, 9042, 5, 1588, 6160, 33, 1513, 6267, 14567, 227282, 12, 67, 153, 318, 11840, 8, 1497, 4, 23721, 1730656, 2238, 14192, 19436, 39463, 4231, 0, 242, 1730656, 3, 1181, 385499, 8, 3, 5500, 2708, 124, 3546, 4, 7324, 101530, 5, 3, 2046, 834, 18, 106, 211, 150, 7, 716, 30774, 18, 3, 2019, 8604, 1604, 10005, 197, 1070, 65, 7, 1087, 2086, 10144, 5881, 12536, 409772, 3913, 3, 1181, 5, 3, 358, 20, 7, 716, 2638, 97, 18195, 56255, 33, 15788, 9869, 11, 781, 5, 5383, 3, 1730656, 14192, 4330, 1604, 101530, 3546, 4, 11167, 102, 3, 358, 16766, 154, 51, 29, 22, 5921, 106, 2979, 2640, 15564, 710, 3290, 1006, 19, 5, 1147, 33, 2648, 3, 1181, 1155, 33, 710, 26, 98, 335, 8, 236, 58998, 1198, 1776, 5, 3, 71256, 33, 1181, 1604, 157, 6907, 1619, 20, 3, 358]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 3014, 66, 168, 66, 5099, 66, 387, 66, 0, 643, 0, 643, 0]",207118,20.0,,,
1914,14250977,64109216531,[26203],"[5629, 17, 961]","[26203, 652, 22867, 5314, 951208, 1282, 1317, 5305, 4330, 17, 5099, 26254, 10080, 6022]",366.99,"[78748, 8, 40, 29948, 49243, 6136, 358, 68, 624, 59480, 305761, 4, 7, 627, 1630, 28, 1181, 11, 271, 5, 215, 113, 609466, 21788, 0, 1588, 16342, 7193, 3, 1181, 14074, 4, 24, 5334, 0, 2468, 0, 12285, 5, 3, 1588, 33, 6160, 20, 8141, 16342, 18, 3, 144, 6, 3, 358, 0, 10080, 4, 241451, 2110, 32, 762, 312, 11668, 20, 537, 18, 44, 551, 2852, 0, 5881, 0, 2638, 7902, 0, 12, 52, 153, 318, 11840, 8, 1497, 4, 23721, 7734, 11174]",[0],"[0, 8, 40, 29948, 49243, 6136, 358, 68, 624, 59480, 305761, 4, 7, 627, 1630, 28, 1181, 11, 271, 5, 215, 113, 609466, 21788, 0, 1588, 16342, 7193, 3, 1181, 14074, 4, 24, 5334, 0, 2468, 26406, 12285, 5, 3, 1588, 33, 6160, 20, 8141, 16342, 18, 3, 144, 6, 3, 358, 23953, 10080, 4, 241451, 2110, 32, 762, 312, 11668, 20, 537, 18, 44, 551, 2852, 0, 5881, 4448, 2638, 7902, 227282, 12, 52, 153, 318, 11840, 8, 1497, 4, 23721]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 3014, 66, 168, 66, 5099, 66, 387, 66, 0, 643, 0, 643, 0]",137056,41.0,,,
1915,14251907,64109212203,[26203],"[5629, 17, 961]","[26203, 3978, 5314, 85980, 302518, 23867, 4330, 17, 6248, 26254, 24637, 6022]",2965.95,"[85980, 2797, 12536, 409772, 8931, 12, 121614, 4, 9011, 14931, 6742, 1627, 5908, 110281, 4, 1857, 1082210, 23, 3417, 11, 6012, 878, 3, 10144, 12, 7, 6996, 6428, 1133250, 598583, 2269, 358, 11, 106924, 627, 11808, 1630, 20, 4648, 0, 2468, 0, 244, 8, 387, 168, 4, 296, 304, 2921, 3101, 0, 7557, 5836, 26, 3, 1566, 6, 7, 1743, 4, 5589, 2864, 8, 3, 62, 4, 197, 0, 1604, 42, 27, 13031, 5, 98, 834, 26, 3, 1566, 6, 7, 0, 10080, 4, 241451, 2110, 7940, 32, 537, 9170, 18, 44, 551, 0, 20, 7, 6160, 6996, 3338, 12, 6160, 30440, 0, 474, 1082, 22, 42, 27, 5881, 30, 98, 3140, 0, 18, 1604, 244, 8, 3575, 157, 387, 360, 387, 4, 7751, 0, 3575, 0, 12, 52, 153, 318, 11840, 8, 1497, 4, 0, 4330, 6083, 3978, 5314, 3978, 5314, 601, 3, 69661, 2136, 6, 71, 945, 1933235, 213, 1330, 3, 171, 5579, 8050, 6, 228, 2693, 650, 4, 652, 22867, 0, 63, 11, 975, 8, 16, 22, 601, 228, 7, 6134, 4030, 17253, 4, 3, 13531, 867, 4658, 1678, 20, 268, 4658, 6779, 962457, 42983, 10653, 4, 36041, 0, 2307, 8, 3575, 157, 203, 360, 237, 33, 168, 0, 16119, 6, 0, 454, 2599, 12, 7940, 2300, 101, 1564, 1085, 83, 184, 20, 4402, 33, 37744, 0, 9331, 2219, 6, 0]",[0],"[0, 2797, 12536, 409772, 8931, 12, 121614, 4, 9011, 14931, 6742, 1627, 5908, 110281, 4, 1857, 1082210, 23, 3417, 11, 6012, 878, 3, 10144, 12, 7, 6996, 6428, 1133250, 598583, 2269, 358, 11, 106924, 627, 11808, 1630, 20, 4648, 0, 2468, 348, 244, 8, 387, 168, 4, 296, 304, 2921, 3101, 6034, 4330, 7557, 5836, 26, 3, 1566, 6, 7, 1743, 4, 5589, 2864, 8, 3, 62, 4, 197, 0, 8604, 1604, 42, 27, 13031, 5, 98, 834, 26, 3, 1566, 6, 7, 1418197, 23953, 10080, 4, 241451, 2110, 7940, 32, 537, 9170, 18, 44, 551, 2852, 2307, 20, 7, 6160, 6996, 3338, 12, 6160, 30440, 1525732, 242, 474, 1082, 22, 42, 27, 5881, 30, 98, 3140, 855339, 10864, 18, 1604, 244, 8, 3575, 157, 387, 360, 387, 4, 7751, 0, 2932, 3575, 334725, 227282, 12, 52, 153, 318, 11840, 8, 1497, 4, 0, 4330, 6083, 3978, 5314, 3978, 5314, 601, 3, 69661, 2136, 6, 71, 945, 1933235, 213, 1330, 3, 171, 5579, 8050, 6, 228, 2693, 650, 4, 652, 22867, 0, 63, 11, 975, 8, 16, 22, 601, 228, 7, 6134, 4030, 17253, 4, 3, 13531, 867, 4658, 1678, 20, 268, 4658, 6779, 962457, 42983, 10653, 4, 36041, 0, 2307, 8, 3575, 157, 203, 360, 237, 33, 168, 0, 16119, 6, 0, 454, 2599, 12, 7940, 2300, 101, 1564, 1085, 83, 184, 20, 4402, 33, 37744, 0, 9331, 2219, 6, 0]","[6567, 10, 66, 66, 0, 66, 109, 66, 29930, 66, 7025, 66, 3014, 66, 168, 66, 5099, 66, 251, 66, 0, 643, 0, 643, 0]",116236,62.0,,,
1916,7694649,9263622443,[71425],[7163],"[71425, 4378, 8381, 19415]",29.97,"[28121, 7834, 10480, 20911, 20, 7940, 62, 5, 36136]",[0],"[2817, 2468, 28121, 7834, 10480, 20911, 20, 7940, 62, 5, 36136, 2913, 1765, 985, 743, 16229, 1294, 4, 1323, 575, 6737, 20, 3156, 3100, 12, 12191, 6381, 13433, 4, 808, 3425, 6045, 4098, 12, 1080, 33, 3271, 3078, 4098, 12, 1215, 1765, 4, 334, 3471, 3868, 19194, 11905, 1545, 5, 1926, 318, 334, 4, 1696, 5274]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2241, 66, 646, 66, 2122, 66, 520, 66, 0, 643, 0]",,,,,
1917,14915195,84385500069,[34911],"[23948, 64, 1022, 15649]","[34911, 2158, 7739, 375, 18299, 23536, 3414, 50719, 81, 113700, 6, 1727, 13755]",11.47,"[113700, 6, 1727, 5850, 4705, 11367, 15744, 2701, 257666, 12, 25024, 397]","[23, 34911, 2158, 7739, 375, 18299, 23536, 3414, 1856, 18, 4866, 11829, 4, 10312, 0, 23, 34911, 2158, 7739, 375, 18299, 23536, 3414, 4477, 3, 1087, 746633, 11063, 5958, 873, 12, 3668, 397, 4, 1731, 538025, 23, 5192, 184, 5, 8146, 34911, 3414, 11, 8288, 20, 10145, 2505, 623653]","[34911, 2158, 7739, 375, 18299, 23536, 3414, 50719, 81, 113700, 6, 1727, 5850, 4705, 11367, 15744, 2701, 18228, 1087, 746633, 873, 763, 18591, 18, 4866, 11829, 24890, 11829, 4, 10312, 65197, 2647, 20, 2505, 390, 257666, 12, 25024, 397]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4889, 66, 2843, 66, 3116, 66, 7025, 66, 0, 643, 0]",54301,7.228,,,
1918,16652491,67522339044,[351518],"[533, 2695]","[351518, 0, 2415, 4769, 2045, 186926, 14804, 12, 7422, 4, 237071]",77.88,"[10230, 20, 3, 414, 182, 7422, 289306, 67731, 17, 1512213, 0, 0, 4, 0, 16509, 5764, 460, 12, 62, 5, 539, 420, 6, 6214, 126, 20, 313, 1398]","[29259, 35, 2642, 354, 4, 782, 2415, 1436, 1629, 13364, 4, 2260, 5, 204, 170, 8, 35, 211, 187, 20, 351518, 0, 2415, 4769, 2045, 186926, 927743, 12778, 39782, 831, 8, 58321, 6442, 24234, 6899, 244, 8, 293, 270, 2642, 0, 5821, 8, 136, 3575, 2049, 4, 681, 8339, 7, 1806, 663, 1185, 12, 3, 1033, 232525]","[351518, 0, 2415, 4769, 2045, 186926, 14804, 10230, 20, 3, 414, 182, 7422, 289306, 67731, 17, 1512213, 0, 0, 4, 0, 23, 533, 29558, 20, 3, 5764, 246, 40, 16398, 16711, 16, 11, 3872, 102, 3, 2260, 8726, 14151, 3200, 1582, 20, 7, 268, 3269, 2492, 8004, 2819, 11920, 5, 1453, 5179, 259, 7, 537, 3100, 1153, 15989, 2612, 18, 185, 1325, 19436, 670, 390, 6331, 3706, 12, 62, 5, 539, 420, 6, 6214, 126, 20, 313, 1398, 910, 27, 55155, 25, 6506, 5, 98, 2649, 3156, 4448, 2872, 6966, 1765, 17484, 4, 2649, 1398, 2218]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4524, 66, 3636, 66, 580, 66, 3133, 66, 0, 643, 0]",NX-3DGLRK,0.35,7.0,5.0,2.5
1919,16878742,88411606117,[5484],"[6489, 7163]","[5484, 4223, 1823, 28683, 290, 0, 56018, 6489, 1434, 20, 9644, 1186, 35240, 25213, 1360719, 16204, 37043, 3211, 2208, 580, 124840, 7179, 4, 671, 222, 232, 4217]",748.0,"[9644, 35240, 1186, 25213, 1360719, 5372, 17285, 1465, 37043, 376, 868, 580, 58564, 1339, 14302, 295948, 685, 3498, 7326, 671, 222, 232, 4217]","[23, 5484, 28683, 290, 0, 56018, 6489, 1434, 11, 4479, 20, 79, 19, 152, 5, 680, 3436, 0, 1359, 671, 222, 232, 4217, 11, 3, 123, 62, 5, 741, 2251, 254, 30, 1359, 4, 715, 19, 20, 7, 686, 6, 1319, 12, 0]","[5484, 28683, 290, 0, 56018, 6489, 1434, 2817, 2468, 4, 6323, 9644, 35240, 1186, 25213, 1360719, 5372, 0, 75835, 19519, 17285, 25771, 41715, 254, 1465, 14750, 19, 3, 390, 5, 2019, 123, 113834, 1411, 4, 5150, 6, 9736, 135, 37043, 16599, 376, 868, 2072, 26212, 8123, 753, 16849, 8123, 1440, 33, 36146, 420, 6, 2032, 269, 4, 51, 45868, 1122, 0, 25854, 9794, 2208, 1353, 1436, 4, 302, 4, 978, 8041, 4, 7862, 8, 1481, 6034, 168, 375, 3083, 25063, 7836, 5484, 51000, 84062, 49480, 685, 7740, 5, 7, 7117, 12126, 20, 12375, 7836, 33, 38504, 3115, 5, 7, 7326, 2466, 33, 34937, 20, 3, 5484, 51000, 84062, 49480, 685, 1701, 1179, 102, 35, 1434, 580, 419, 222, 575, 323, 20980, 12155, 24, 97, 844, 972, 20, 658563, 96, 1621, 19, 126, 3, 2546, 543, 5, 615, 35, 211, 6309, 4, 4967, 1122, 3, 107, 295, 19, 126, 3, 417096, 191, 270, 91, 23, 1772, 982, 7902, 3674, 4833, 3674, 4432, 3260, 2582, 1451, 194, 119, 3, 3813, 270, 6568, 12, 28, 494, 871, 133, 2, 194, 119, 7, 369, 6, 71, 1434, 2695, 871, 133, 2, 3161, 8, 35, 184, 705, 4, 6917, 12, 51, 1592, 5, 1390, 26, 0, 742, 12, 35, 11280, 4, 3, 1272, 17, 871, 133, 2]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 3380, 66, 387, 66, 2659, 66, 0, 643, 0]",Dell All-in-One,29.15,27.01,21.89,9.13
1920,16904467,5465117027,"[4387, 11849]","[6533, 2418]","[4387, 11849, 122378, 11105, 950]",79.99,"[10230, 20, 7674, 2859, 2037, 5838, 5, 2942, 953, 630, 63204, 3156, 5062, 30204]","[23, 4387, 122378, 11, 7, 1349, 165, 116034, 68, 6206, 2859, 1972, 30, 98, 6, 35, 4776, 9154, 7674, 2859, 1158039, 63, 4763, 7, 541, 208, 6, 6523, 77120, 25, 10266, 4, 16568, 77467, 102, 98, 1272, 27, 22, 337, 2017, 26, 3, 15145, 1934, 33, 36390, 26040, 26, 3, 713038, 94, 42, 154, 1995, 5, 337, 30, 694262, 2942, 953, 630, 3, 3872, 948633, 649269, 4292, 20, 98, 4776, 9154, 7674, 1199, 30, 7, 686, 6, 62, 5, 30204, 30, 3, 4715, 38504, 3753, 337, 30, 98, 4776, 9154, 7674, 1199, 167, 29, 35, 1323, 575, 8408, 1589, 33, 1934158, 94, 42, 660, 35, 337, 57, 5051, 20, 337, 15275, 57, 6, 106, 136, 1741, 104, 12, 7, 49006, 165, 26, 3, 1781, 7, 6548, 1159, 8, 3, 1934, 33, 14961, 26, 7, 385307]","[4387, 11849, 122378, 11105, 10230, 20, 7674, 2859, 2037, 5838, 5, 2942, 953, 630, 63204, 3156, 5062, 30204, 104, 3071, 2158, 950]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2688, 66, 3606, 66, 3542, 66, 470, 66, 0, 643, 0]",MF8090AA004,2.9,15.6,5.6,5.3
1921,14917584,7791404110,"[7369, 134908]","[23948, 64, 1022, 15649]","[7369, 134908, 14925, 10549, 203, 3647, 6489, 3165, 21224, 72613, 997]",37.57,"[0, 786, 182910, 623, 7394, 1712, 0, 28825, 9121, 37307, 22181, 2290, 1263, 12, 6108]","[23, 7369, 134908, 14925, 10549, 203, 3647, 6489, 3165, 21224, 72613, 39, 902, 19, 8, 7, 2320, 706, 33, 135, 602443, 23, 0, 16902, 786, 182910, 623, 7394, 1712, 168, 327, 489366, 23, 6059, 19680, 1444, 6077, 7, 9036, 335, 4, 10220, 1564303, 8961, 11119, 135509, 23, 7369, 134908, 14925, 10549, 203, 3647, 6489, 3165, 21224, 72613, 90, 624, 7, 14925, 10549, 26934, 3417, 12, 149229, 3059, 0, 2197, 4, 7, 1015, 278, 342, 36154, 1262, 18, 7, 95, 0]","[7369, 134908, 14925, 10549, 203, 3647, 6489, 3165, 21224, 72613, 997, 3647, 11119, 65827, 20, 3059, 3661, 3417, 0, 16902, 786, 182910, 623, 7394, 1712, 25, 62, 5, 71435, 2866, 757, 0, 28825, 9121, 37307, 22181, 2290, 1263, 12, 563, 6108, 652, 2492, 356011, 64238, 9578, 20, 7, 14431, 51973, 7920, 0, 1360, 2683, 5, 2093, 2197, 83, 3, 9578, 11, 2472]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 5133, 66, 381, 66, 2650, 66, 0, 643, 0]",EPS10HC,4.106,,,
1922,14917721,71764189904,[141036],[3657],"[420972, 0, 32549, 36691, 1823]",164.94,"[906, 4024, 33, 18108, 5, 7, 7527, 7259, 2026, 43964, 132, 268, 1023, 16830]","[1270, 62, 7, 7259, 33, 24205, 29, 758, 20, 3, 420972, 0, 0, 1111, 28, 29, 7, 313, 4024, 33, 8933, 22, 12, 126, 29, 7, 1323, 7527, 0, 23, 420972, 0, 32549, 743, 278, 11389, 16830, 136, 268, 1023, 16830, 4, 52, 268, 637, 0]","[420972, 0, 32549, 36691, 1823, 4292, 29, 7, 313, 4024, 33, 7, 1323, 7527, 7259, 2026, 43964, 132, 268, 637, 13152]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4741, 66, 4842, 66, 3380, 66, 5184, 66, 0, 643, 0]",89904,59.0,41.75,29.75,19.875
1923,15074384,7278205289,[16155],"[23948, 64, 1022, 15649]","[16155, 15475, 17827, 11640, 12, 2469, 693, 1022, 432727, 13342, 387, 360, 203, 650, 1176, 3097]",9.54,"[4448, 1176, 6586, 7286, 618, 13342, 387, 7286, 867, 627]","[15475, 17827, 11640, 12, 2469, 693, 1022, 432727, 30, 16155, 24, 452, 373, 12, 6795, 857, 33, 0, 202, 768, 2456, 20, 7, 4221, 0, 16155, 15475, 17827, 11640, 24, 2767, 12, 126, 20, 3, 74835, 58905, 2469, 693, 1022, 16271, 1399, 432727, 0]","[16155, 15475, 17827, 11640, 12, 2469, 693, 1022, 432727, 4448, 1176, 6586, 7286, 618, 13342, 387, 7286, 867, 627]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 2560, 66, 676, 66, 4971, 66, 2688, 66, 0, 643, 0]",5289,0.219,,,
1924,15125393,88496280634,[2799],[15461],"[2799, 64295, 783613, 6043, 6022, 192255, 8151, 2109, 173029, 1597, 8180, 897309]",249.98,"[3674, 4, 173029, 5093, 30, 1481, 3603, 4, 2037, 348, 20, 897309, 17, 1731, 38504, 30, 35, 1589, 3389, 4, 3564, 4951, 2934, 5725, 13005, 8485]","[10125, 7, 686, 6, 873, 1235, 246, 3, 525190, 232732, 9578, 4, 7, 508022, 4404, 2239, 21099, 20, 3, 2799, 64295, 783613, 6043, 6022, 192255, 1856538, 2567, 867, 2425, 12, 3, 4464, 638, 405, 314, 1890, 20, 84637, 232732, 24890, 283846, 4, 1056, 1497, 30, 104, 2, 665, 12375, 4, 2859, 4958, 561, 4627, 4, 1731, 30, 1323, 1158039, 2947, 19, 3419, 636, 3, 406, 33, 636, 3, 473, 2799, 173029, 1323, 4026, 4, 794, 5904, 2567, 382, 19, 2394, 753, 4, 3436, 2425, 1306, 5, 35, 2799, 5402, 246, 7, 10067, 8408, 33, 98, 1199, 20, 2394, 0, 2297, 51, 53, 2799, 173029, 133, 4, 794, 5904, 2567, 133, 2, 129, 118, 20, 897309, 19, 42, 1731, 38504, 30, 98, 3389, 1589, 4, 3564, 574184]","[2799, 64295, 783613, 6043, 6022, 192255, 8151, 2817, 2468, 2567, 3365, 483, 1013, 5, 2396, 23380, 2158, 1013, 5, 1771, 23380, 2567, 7330, 483, 1013, 5, 4240, 20106, 2158, 1013, 5, 47647, 360, 9540, 20106, 4590, 2073, 19850, 4590, 9552, 4590, 9552, 13176, 4590, 9552, 1786, 554699, 4590, 9552, 13176, 4590, 9552, 9437, 2029, 7529, 1569, 7838, 9296, 1331, 6176, 9296, 1331, 652, 9034, 197132, 43361, 104287, 2029, 7529, 1569, 7838, 0, 44098, 9296, 0, 2091459, 0, 377298, 44098, 1597, 1893421, 2029, 7529, 1569, 7838, 19436, 3674, 2024, 1350, 4602, 5297, 8230, 2799, 23820, 2799, 457685, 483, 8230, 20530, 2799, 23820, 2799, 457685, 3538, 31744, 35549, 2158, 8230, 20530, 4170, 10424, 19436, 3674, 11950, 0, 3578, 1480, 2567, 30, 1481, 3603, 3705, 2567, 18337, 4590, 1376, 508022, 1721574, 21099, 42430, 9854, 483, 1013, 5, 2396, 105634, 2158, 1013, 5, 1771, 105634, 4187, 9854, 26162, 3365, 0, 15124, 9854, 9794, 1013, 5, 47647, 20106, 6394, 1013, 5, 47647, 360, 47647, 20106, 14977, 1013, 5, 513, 1534, 20106, 3414, 1218, 25891, 1366681, 50129, 743306, 2744, 9578, 407289, 2499, 9578, 1218, 9216, 3414, 4337, 24890, 937, 20347, 13677, 873, 90564, 6586, 1376, 3399, 11861, 1140, 8635, 10230, 7986, 1854, 1359, 671, 222, 671, 3791, 671, 4212, 27646, 2256, 3520, 1275, 3586, 16246, 3586, 31526, 3344, 191, 270, 8974, 134106, 52, 214, 2799, 23820, 537, 59910, 47715, 4, 3037, 13005, 1691, 270, 1451, 982, 1681, 4, 390, 7902, 1132, 2218, 8151, 1999, 1294, 0, 1294, 1853, 8455, 36872, 1372, 3143, 4871, 13850, 264644, 7, 295, 709, 323]","[6567, 10, 66, 66, 0, 66, 109, 66, 3524, 66, 7025, 66, 4713, 66, 3844, 66, 4913, 66, 1564, 66, 0, 643, 0]",HP Officejet 7500,30.8,23.86,16.77,11.54
