id2,prod_id1,prod_id2,brand,groupname,title,price,shelfdescr,shortdescr,longdescr,imageurl,modelno,shipweight,length,width,height
1330,14249617,64109211339,Draper,Electronics - General,Draper High Contrast Grey Signature Series E Electric Screen  - AV Format 7 x 9,2332.95,Signature Series E ceiling-recessed electric projection screen. Independently motorized aluminum ceiling closure disappears into the white case when screen is lowered. Hinges are completely concealed. The closure is supported for its entire length preventing the possibility of sag. Features -Clean appearance of a ceiling-recessed screen..-Black borders standard on all formats optional on AV ..-Depending on surface available in sizes through 16 x 16 and 240 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material High Contrast Grey Grey textile backed surface offers excellent resolution while enhancing the blacks of LCD and DLP projected images even as whites and lighter colors are maintained. Performs well in ambient light condition. High Contrast Grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . Available on most non-tensioned motorized and manual screens seamless in sizes up to 8  in height. Peak gain of 0.8.,,DR4208Signature Series E ceiling-recessed electric projection screen. Independently motorized aluminum ceiling closure disappears into the white case when screen is lowered. Hinges are completely concealed. The closure is supported for its entire length preventing the possibility of sag.   Features Clean appearance of a ceiling-recessed screen. Black borders standard on all formats optional on AV . Depending on surface available in sizes through 16 x 16 and 240 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material High Contrast Grey  Grey textile backed surface offers excellent resolution while enhancing the blacks of LCD and DLP projected images even as whites and lighter colors are maintained. Performs well in ambient light condition. High Contrast Grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . Available on most non-tensioned motorized and manual screens seamless in sizes up to 8 in height. Peak gain of 0.8.,http://i.walmartimages.com/i/mp/00/64/10/92/11/0064109211339_P255045_300X300.jpg,111534,165,,,
1331,14250517,64109216286,Draper,Electronics - General,Draper High Contrast Grey Targa Electric Screen With Quiet Motor - HDTV 106 diagonal,882.5,Targa electric projection screen. Ideal for auditoriums and lecture halls hospitals hotels churches boardrooms and conference rooms. The motor is mounted inside the roller for a trim balanced appearance. Pentagonal steel case is scratch-resistant white polyester finish with matching endcaps. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Screen operates instantly at the touch of a button and stops automatically in the up and down positions..-Viewing surface can be lowered to any position at the touch of a switch..-NTSC HDTV and WideScreen format screens have black borders on all four sides.-Available with a ceiling trim kit for ceiling recessed installation..-With control options it can be operated from any remote location..-Depending on surface available in sizes through 16 x 16 and 240 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material High Contrast Grey Grey textile backed surface offers excellent resolution while enhancing the blacks of LCD and DLP projected images even as whites and lighter colors are maintained. Performs well in ambient light condition. High Contrast Grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . Available on most non-tensioned motorized and manual screens seamless in sizes up to 8  in height. Peak gain of 0.8.,,DR5230Targa electric projection screen. Ideal for auditoriums and lecture halls hospitals hotels churches boardrooms and conference rooms. The motor is mounted inside the roller for a trim balanced appearance. Pentagonal steel case is scratch-resistant white polyester finish with matching endcaps.   Features Now available in 16 10 and 15 9 laptop presentation formats Screen operates instantly at the touch of a button and stops automatically in the up and down positions. Viewing surface can be lowered to any position at the touch of a switch. NTSC HDTV and WideScreen format screens have black borders on all four sides Available with a ceiling trim kit for ceiling recessed installation. With control options it can be operated from any remote location. Depending on surface available in sizes through 16 x 16 and 240 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material High Contrast Grey  Grey textile backed surface offers excellent resolution while enhancing the blacks of LCD and DLP projected images even as whites and lighter colors are maintained. Performs well in ambient light condition. High Contrast Grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . Available on most non-tensioned motorized and manual screens seamless in sizes up to 8 in height. Peak gain of 0.8.,http://i.walmartimages.com/i/mp/00/64/10/92/16/0064109216286_P255045_300X300.jpg,116305Q,62,,,
1332,14251469,64109214944,Draper,Electronics - General,Draper HiDef Grey Clarion Fixed Frame Screen - 7 6 diagonal NTSC Format,824.99,Clarion permanently tensioned projection screen. Viewing surface is flat for perfect picture quality. Viewing surface is stretched tightly behind a beveled black aluminum frame. New design for quick assembly and flatter viewing surface--no snaps Z-Clip wall mounting brackets included to simplify installation. Features -Now available in 16 10 and 15 9 laptop presentation formats.-Viewing surface is flat and that means perfect picture quality..-The Clarion s aluminum frame forms an attractive 2 border for a clean theatre-like appearance..-Switch instantly between two projection formats with the optional Eclipse Masking System..-The fabric attaches to the frame without snaps or tools forming a perfectly smooth viewing surface..-Z-Clip wall mounting brackets included to simplify installation..-Standard black frame may be covered with velvety black Vel-Tex which virtually eliminates all reflections on the frame..-Depending on surface available in sizes through 10 x 10 or 120 x 120 or 15 NTSC..-Custom sizes available..-Warranted for one year against defects in materials and workmanship.. Screen Material HiDef Grey A grey front projection surface that provides greater contrast and black reproduction than standard surfaces with a lower gain to handle today s super-bright projectors. The grey color enhances color contrast and black levels in the projected image and also allows for more ambient light in the audience area than traditional surfaces. Available on all tab-tensioned and permanently tensioned screens. Peak gain of 0.9.,,DR7509Clarion permanently tensioned projection screen. Viewing surface is flat for perfect picture quality. Viewing surface is stretched tightly behind a beveled black aluminum frame. New design for quick assembly and flatter viewing surface--no snaps Z-Clip wall mounting brackets included to simplify installation.   Features Now available in 16 10 and 15 9 laptop presentation formats Viewing surface is flat and that means perfect picture quality. The Clarion s aluminum frame forms an attractive 2 border for a clean theatre-like appearance. Switch instantly between two projection formats with the optional Eclipse Masking System. The fabric attaches to the frame without snaps or tools forming a perfectly smooth viewing surface. Z-Clip wall mounting brackets included to simplify installation. Standard black frame may be covered with velvety black Vel-Tex which virtually eliminates all reflections on the frame. Depending on surface available in sizes through 10 x 10 or 120 x 120 or 15 NTSC. Custom sizes available. Warranted for one year against defects in materials and workmanship.    Screen Material HiDef Grey  A grey front projection surface that provides greater contrast and black reproduction than standard surfaces with a lower gain to handle today s super-bright projectors. The grey color enhances color contrast and black levels in the projected image and also allows for more ambient light in the audience area than traditional surfaces. Available on all tab-tensioned and permanently tensioned screens. Peak gain of 0.9.,http://i.walmartimages.com/i/mp/00/64/10/92/14/0064109214944_P255045_300X300.jpg,252099,45,,,
1333,14251736,64109212801,Draper,Electronics - General,Draper Vortex Rear Projection Screen with System 200 Black Frame - 92 diagonal HDTV Format,9137.2,The Vortex is a marriage of the best features of two rear screen technologies - optical and diffusion. A .5mm Fresnel lens gathers the light from the projector and directs it at a right angle through the screen. As the light exits the screen on the audience side a diffusion medium redistributes the light evenly in all directions - up down left right and center giving an exceptionally wide viewing cone in both the horizontal and vertical axes. An extraordinary center-to-corner brightness ratio gives a uniform brightness witout hot spots. Vortex Features -Vortex is designed to be used with single lens projectors -Projected light is collimated then diffused evenly making the Vortex well suited for use in videowalls and rooms with tiered seating patterns -Charcoal grey tint provides superior color contrast even under harsh ambient light -Diffusion medium is in the acrylic so it can t be scratched or damaged -Warranted for one year against defects in materials and workmanship  Installation Instructions,,DR7930The Vortex is a marriage of the best features of two rear screen technologies - optical and diffusion. A .5mm Fresnel lens gathers the light from the projector and directs it at a right angle through the screen. As the light exits the screen on the audience side a diffusion medium redistributes the light evenly in all directions - up down left right and center giving an exceptionally wide viewing cone in both the horizontal and vertical axes. An extraordinary center-to-corner brightness ratio gives a uniform brightness witout hot spots. Vortex Features  Vortex is designed to be used with single lens projectors Projected light is collimated then diffused evenly making the Vortex well suited for use in videowalls and rooms with tiered seating patterns Charcoal grey tint provides superior color contrast even under harsh ambient light Diffusion medium is in the acrylic so it can t be scratched or damaged Warranted for one year against defects in materials and workmanship,http://i.walmartimages.com/i/mp/00/64/10/92/12/0064109212801_P255045_300X300.jpg,125075,230,,,
1334,14251785,64109210902,Draper,Electronics - General,Draper AT Grey Access MultiView Series E Acoustically Transparent Screen - 109 diagonal Widescreen Format,4375.95,The Access MultiView Series E offers total flexibility. One screen two formats. Ceiling-recessed motorized projection screen with independently motorized masking system installed in the same case for dual format projection. Features -Ceiling-recessed motorized projection screen with independently motorized masking system installed in the same case for dual format projection..-Flat black mask on second motor-in-roller converts the projection screen to a 4 3 NTSC format by masking the right and left sides of the viewing surface..-Height of viewing surface remains constant..-Custom sizes available. Screen Material AT Grey AT Grey offers the acoustical properties of our popular AT1200 while providing the best optical qualities of both Matt White and High Contrast Grey. It is unique in that it offers both a 180  viewing cone and the vivid color contrast associated with high contrast grey materials. Washable flame and mildew resistant. Available in sizes through 6 x 8 or 10 diagonal. Gain of 0.8. Not recommended for screens smaller than 80  wide when used with LCD or DLP projectors. Peak gain of 0.8. Installation Instructions,,DR8001The Access MultiView Series E offers total flexibility. One screen two formats. Ceiling-recessed motorized projection screen with independently motorized masking system installed in the same case for dual format projection.   Features Ceiling-recessed motorized projection screen with independently motorized masking system installed in the same case for dual format projection. Flat black mask on second motor-in-roller converts the projection screen to a 4 3 NTSC format by masking the right and left sides of the viewing surface. Height of viewing surface remains constant. Custom sizes available    Screen Material AT Grey  AT Grey offers the acoustical properties of our popular AT1200 while providing the best optical qualities of both Matt White and High Contrast Grey. It is unique in that it offers both a 180 viewing cone and the vivid color contrast associated with high contrast grey materials. Washable flame and mildew resistant. Available in sizes through 6 x 8 or 10 diagonal. Gain of 0.8. Not recommended for screens smaller than 80 wide when used with LCD or DLP projectors. Peak gain of 0.8.,http://i.walmartimages.com/i/mp/00/64/10/92/10/0064109210902_P255045_300X300.jpg,106062,96,,,
1335,16609359,1380312552,Canon,Printers,Canon CLI-226 Black Ink Tank,0,Color Black ChromaLife100 Access to Creative Park,The Canon CLI-226 Black Ink Tank provides excellent printing with ChromaLife100 technology.,Canon CLI-226 Black Ink Tank Color Black ChromaLife100 Access to Creative Park,http://i.walmartimages.com/i/p/00/01/38/03/12/0001380312552_300X300.jpg,,,4.5,3.6,0.9
1336,14604740,2045912373,HON,Stationery &amp; Office Machinery,HON Company Laminate Angled Center Drawer 22w x 15-3 8d x 2-1 2h Henna Cherry,85.39,Expand your storage capabilities with this durable center drawer. Easy-care laminate is spill- scratch- and stain-resistant. Angled drawer front with 30  back slant. Drawer extends 12 on ball bearing slide suspensions. Drawer Type N A Global Product Type Utility Drawers-Angled Center Width 22 in Depth 15 3 8 in.PRODUCT DETAILS -Height 2 1 2 in. -For Use With HON  Laminate Series. -Global Product Type Utility Drawers-Angled Center. -Material s Laminate. -Depth 15 3 8 in. -Color s Henna Cherry. -Width 22 in. -Corner Edge Style Angled Front. -Product is in compliance with the governmental EPA CPG standards for environmental friendly products..Package Includes one drawer.Warranty The HON  Limited Lifetime Warranty.Product is made of at least partially recycled material Extra Assembly Required,,HN3515Expand your storage capabilities with this durable center drawer. Easy-care laminate is spill- scratch- and stain-resistant. Angled drawer front with 30 back slant. Drawer extends 12 on ball bearing slide suspensions. Drawer Type N A Global Product Type Utility Drawers-Angled Center Width 22 in Depth 15 3 8 in.   PRODUCT DETAILS Height 2 1 2 in For Use With HON Laminate Series Global Product Type Utility Drawers-Angled Center Material s Laminate Depth 15 3 8 in Color s Henna Cherry Width 22 in Corner Edge Style Angled Front Product is in compliance with the governmental EPA CPG standards for environmental friendly products.   Package Includes one drawer.   Warranty The HON Limited Lifetime Warranty.  Product is made of at least partially recycled material   Extra Assembly Required,http://i.walmartimages.com/i/mp/00/02/04/59/12/0002045912373_P255045_300X300.jpg,,11,22,15.375,2.5
1337,14650195,85854218535,Case Logic,Electronics - General,Case Logic 16.2  Laptop Case Gray,27.8,Fits laptops up to 16.2  Front pockets expand for storage 3-way strap management system,The Case Logic ULA-116 16.2  Laptop Case is designed and constructed to gracefully accommodate a laptop s power source and travel mouse. The front pockets expand when filled to reveal a contrasting lining color through strategically placed slits in exterior fabric. An innovative 3-way strap management system allows case to be carried over the shoulder across the body messenger style or shortened to hand strap length. Includes a pocket for a USB flash drive. It is slim enough to slip into a larger bag on longer trips.,Case Logic 16.2  Front pockets expand for storage 3-way strap management system Pocket for USB flash drive Slim design Color Gray,http://i.walmartimages.com/i/p/00/85/85/42/18/0085854218535_300X300.jpg,ULA-116GRAY,1.25,16.54,14.76,3.74
1338,14675771,87726000038,Kroo,Electronics - General,Kroo iPad iCap Black,28.88,Portable and lightweight Makes airport security check points easy Color Black,Aerospace technology meets the Apple iPad. The  Kroo iPad iCap is protective portable and lightweight. An EVA shell fits your iPad while a tough flexible reinforced middle layer guards against rough handling and impacts. Easy to stash and easy to carry the Mivizu Kroo iPad iCap also makes airport security check points quick and easy.,Kroo iPad iCap Portable and lightweight Makes airport security check points easy Color Black,http://i.walmartimages.com/i/p/00/87/72/60/00/0087726000038_300X300.jpg,11929,1,12,10,1.5
1339,14922759,8648675174,,Stationery &amp; Office Machinery,Smead 5  Expansion End Tab File Pockets w Tyvek Straight Letter Manila 10 Box,37.94,Ideal for storing items that cannot be hole punched Manila stock Double thickness in front and back,Protect and organize files and folders with Smead 5  Expansion End Tab File Pockets are prefect for items that cannot be hole punched.,Smead 5  high gussets Contains 10 percent post-consumer recycled material,http://i.walmartimages.com/i/p/00/08/64/86/75/0008648675174_300X300.jpg,75174,2.599,,,
1340,17038070,3872841104,General Tools,Electronics - General,General Tools 1261-2 3 8-Inch Grommet Refills - 24 Pack,7.99,The General Tools 1261-2 is a Pack of 24 3 8-Inch Grommet Refills.,,The General Tools 1261-2 is a Pack of 24 3 8-Inch Grommet Refills.    Features To repair canvas tarpaulins tents awnings sailcloth lawn furniture and pool covers.      What s In the Box General Tools 1261-2 3 8-Inch Grommet Refills - 24 Pack,http://i.walmartimages.com/i/mp/00/03/87/28/41/0003872841104_P321146_300X300.jpg,1261-2,0.1518,,,
1341,17125947,65677700650,CTA,Electronics - General,CTA Mini Battery Chargers for Nikon EN-EL9 Digital Cameras,15.98,Foldable flat pin for easy storage Slim lightweight design Smart charging LED indicator,This CTA mini rapid charger plugs directly in to your wall outlet and charges your digital camera or camcorder batteries in approximately 60 to 90 minutes. Its unique flat pin foldable design allows easy storage and makes it the most compact battery charger on the market.,CTA Mini Battery Chargers for Nikon EN-EL9 Digital Cameras Foldable flat pin for easy storage Slim lightweight design Smart charging LED indicator Automatically turns to trickle charge after fully charged Auto switching power voltage from 110V-240V AC Constant voltage and current charging Output short circuit and electronic shock protection Can connect with home or car adapter Includes universal 110V-240V AC power source European plug and car adapter,http://i.walmartimages.com/i/p/00/65/67/77/00/0065677700650_300X300.jpg,MR-ENEL9,0.3063,8.5,3.5,2.75
1342,17207783,7617433691,Stanley,Hand Tools,Stanley MaxSteel Tape Rules - 5 8 x12 c.g. power meas,17.99,This item features -13pct thicker blade with patented selective cross curve technology for 9 feet of standout. -Exclusive cushion grip built into the case for comfortable non-slip grip and impact resistance. -Massive bumper designed for increased hook life. -Heavier and stronger spring for extra long life and smooth-as-silk blade recoil. -Three rivet corrosion resistant hook moves to allow accurate inside and outside measurements. -Improved blade readability with high contrast color --- easy to read in all light conditions. -Top forward blade lock design makes it easier to lock and unlock the blade. -Heavy-duty Mylar  polyester film coating extends blade life up to ten times longer. -Blade Material Steel. -Blade Finish Polyester. -End Type Hook. -Color Yellow. -Case Material ABS. -Reel Type Closed Reel. -Return Motion Spring. -Type Single Side Tape. Model Code Model Description AABlade Length 12 ft Blade Width 5 8 in Measuring System Inch Stud Markings 16 in 19.2 in Quantity 6 per box ABBlade Length 16 ft Blade Width 3 4 in Measuring System Inch Stud Markings 16 in 19.2 in Quantity 6 per box ACBlade Length 25 ft Blade Width 1 in Measuring System Inch Stud Markings 16 in 19.2 in Quantity 6 per box ADBlade Length 30 ft Blade Width 1 in Measuring System Inch Stud Markings 16 in 19.2 in Quantity 4 per box AEBlade Length 33 ft 10 m Blade Width 1 in Measuring System Inch Metric Stud Markings No Quantity 4 per box,,OPY2001 This item features 13pct thicker blade with patented selective cross curve technology for 9 feet of standout Exclusive cushion grip built into the case for comfortable non-slip grip and impact resistance Massive bumper designed for increased hook life Heavier and stronger spring for extra long life and smooth-as-silk blade recoil Three rivet corrosion resistant hook moves to allow accurate inside and outside measurements Improved blade readability with high contrast color --- easy to read in all light conditions Top forward blade lock design makes it easier to lock and unlock the blade Heavy-duty Mylar polyester film coating extends blade life up to ten times longer Blade Material Steel Blade Finish Polyester End Type Hook Color Yellow Case Material ABS Reel Type Closed Reel Return Motion Spring Type Single Side Tape      Model Code     Model Description     AA  Blade Length 12 ft Blade Width 5 8 in Measuring System Inch Stud Markings 16 in 19.2 in Quantity 6 per box    AB  Blade Length 16 ft Blade Width 3 4 in Measuring System Inch Stud Markings 16 in 19.2 in Quantity 6 per box    AC  Blade Length 25 ft Blade Width 1 in Measuring System Inch Stud Markings 16 in 19.2 in Quantity 6 per box    AD  Blade Length 30 ft Blade Width 1 in Measuring System Inch Stud Markings 16 in 19.2 in Quantity 4 per box    AE  Blade Length 33 ft 10 m Blade Width 1 in Measuring System Inch Metric Stud Markings No Quantity 4 per box,http://i.walmartimages.com/i/mp/00/07/61/74/33/0007617433691_P255045_300X300.jpg,680-33-691,0.42,,,
1343,16784244,66291903293,V7,Electronics - General,V7 3 CAT6 Snagless Molded Network Patch Cable Black,4.88,Stringent specifications for reducing cross talk and system noise Maximizes your LAN speed Great for higher bandwidth applications,V7 s CAT6 Snagless Molded Network Patch Cable features more stringent specifications for reducing cross talk and system noise. It maximizes your Local Area Network LAN speed and is perfect for higher bandwidth applications such as VoIP or video applications.,V7 3 CAT6 Snagless Molded Network Patch Cable Black Stringent specifications for reducing cross talk and system noise Maximizes your LAN speed Great for higher bandwidth applications Snagless molded connector boots provide strain relief Durable and solid connection,http://i.walmartimages.com/i/p/00/66/29/19/03/0066291903293_300X300.jpg,V7N2C6-03F-BLKS,0.2,8,6,1
1344,16874086,60958520845,Philips,Television,Philips 46  Class LCD 1080p 120Hz HDTV 46PFL3706,749.99,46  diagonal screen size HDMI Inputs 3 Wall mountable Built-in digital tuner,Regardless of what you are watching experience great picture and sound performance with your Philips 46    Products that are ENERGY STAR-qualified prevent greenhouse gas emissions by meeting strict energy efficiency guidelines set by the U.S. Environmental Protection Agency and the U.S. Department of Energy. The ENERGY STAR name and marks are registered marks owned by the U.S. government as part of their energy efficiency and environmental activities.,Philips 46  screen measured diagonally from corner to corner Wide 178-degree vertical and 178-degree horizontal angles See a clear picture from anywhere in the room Built-in digital tuner Watch digital broadcasts including HDTV programs where available High brightness of 430cd m2 with 8 ms response time Place your TV anywhere 4 500 1 dynamic contrast ratio HDMI Inputs 3 Enjoy a superior HD experience with HDMI one cable solution Wall mountable VESA standard 400mm x 400mm,http://i.walmartimages.com/i/p/00/60/95/85/20/0060958520845_300X300.jpg,46PFL3706/F7,61.95,44.11,27.1,4.33
1345,16617681,2724226464,Sony,USB Drives,Sony 8GB Class 4 SD Memory Card,0,Capacity 8GB Class 4,Easily store and transfer your high-quality photos videos music and more with this Sony 8GB SD memory card.,Sony 8GB Class 4 SD Memory Card Technical Information  Storage Capacity   8GB  Physical Characteristics  Form Factor   Secure Digital SD,http://i.walmartimages.com/i/p/00/02/72/42/26/0002724226464_300X300.jpg,SF8N4/TQP,,6.1,4.92,0.354
1346,14932089,68602451452,INNOVERA,Electronics - General,Innovera Softskin Gel Wrist Rest Black,11.25,Ergonomically designed Protects against carpal tunnel inflammation Softer than fabric and smoother than gel,The Innovera Softskin Gel Wrist Rest is surfaced with an innovative textile that is softer than fabric smoother than gel and supports and protects against numbness in the fingers.,Innovera Softskin Gel Wrist Rest Ergonomically designed Protects against carpal tunnel inflammation Softer than fabric and smoother than gel Color Black,http://i.walmartimages.com/i/p/00/68/60/24/51/0068602451452_300X300.jpg,51452,0.382,,,
1347,15054320,70538115060,Encore,Software,Mavis Beacon Teaches Typing Platinum 20,24.98,Updated learning tools Personal typing instruction Detailed reports illustrate progress,Maximize your productivity with Mavis Beacon Teaches Typing Platinum 20 The most comprehensive typing instruction system now includes updated learning tools an improved user interface and even more features to guarantee typing improvements in just 2 weeks. Improve speed and accuracy with detailed assessments customized lessons and skill-building games. In addition to Mavis Beacon s personal typing instruction detailed reports illustrate overall progress and assist in identifying specific strengths and weaknesses. Hard work is rewarded with   and fun arcade-style games enrich the learning experience. Redesigned with advanced technology and updated with even more features.,Mavis Beacon Teaches Typing Platinum 20 Updated learning tools Improved user interface Personal typing instruction Detailed reports illustrate progress Fun arcade-style games enrich learning experience,http://i.walmartimages.com/i/p/00/70/53/81/15/0070538115060_300X300.jpg,15060,0.3,7.56,5.28,1.34
1348,15172276,72694711012,Zoom,Networking,Zoom Telephonics V.92 LP PCI Express Modem,35,Fits in any PCI Express slot Advanced Lightning Protection Plug and play installation,The Zoom Telephonics V.92 LP PCI Express Modem is an internal fax modem which connects to a Windows computer through a PCI Express slot. The Zoom Telephonics V.92 LP PCI Express Modem is a single lane x1 PCI Express card for a standard format computer and will fit into any available PCI Express slot regardless of the lane size. It has a low profile bracket for installation of the modem in a low-profile desktop computer.,Zoom Telephonics V.92 LP PCI Express Modem Fits in any PCI Express slot Advanced Lightning Protection Plug and play installation Send and receive fax support,http://i.walmartimages.com/i/p/00/72/69/47/11/0072694711012_300X300.jpg,30370000G,0.35,7,5.3,1.2
1349,15412024,74746412113,Buffalo Technology,Networking,Buffalo Technology LinkStation Duo Dual-Bay 1.0 TB 1 x 1TB Network Attatched Storage LS-WX1.0TL 1D,179.82,Store files from multiple PCs laptops and other computers in one central location Easily accessible drives for quick replacement Noiseless fan design ensures reliable and silent operation,The Buffalo Technology 1TB LinkStation Duo is a high performance dependable and affordable shared network storage solution with easily accessible drives.,Buffalo Technology 1TB LinkStation Duo Store files from multiple PCs laptops and other computers in one central location Get maximum reliability with automatic data mirroring in RAID 1 or maximum storage with two striped hard drives in RAID 0 Easily accessible drives for quick replacement Noiseless fan design ensures reliable and silent operation Power Savings mode automatically powers the LinkStation Duo on and off Stream content directly to any DLNA compatible media player or use LinkStation Duo as content source from within your iTunes application Download digital content over the Internet directly to your LinkStation Duo Share your photos music videos or data files with a standard browser or Apple iPhone Join to an existing Active Directory Domain for Windows user authentication and folder level permissions Attach a printer to the network add a USB hard drive for additional storage or backup or connect to a UPS for shutdown management Use the LinkStation Duo with Time Machine backup No annual or monthly fees to use any features or services including WebAccess with iPhone support,http://i.walmartimages.com/i/p/00/74/74/64/12/0074746412113_300X300.jpg,LSWX10TL1D,4.45,10.7,8.9,4.7
1350,15523575,84180801049,Night Owl,Garden - General,Night Owl Security Products CCD Wired Color Security Camera with 60 Cable,67.82,CCD Wired Color Security Camera Color Black 60 of cable,The Night Owl Security Products CCD Wired Color Security Camera includes 60-feet of cable and provides night vision up to 45-feet. This security camera is compatible with all Night Owl Systems.,Night Owl Security Products CCD Wired Color Security Camera Color Black 60 of cable Up to 45 of night vision Vandal proof 3-axis bracket Compatible with all Night Owl Systems,http://i.walmartimages.com/i/p/00/84/18/08/01/0084180801049_300X300.jpg,CAM-S420-245A,2.8,13,11.5,5.5
1351,15523599,61751708307,Clover Electronics,Garden - General,Clover 19  LCD with 8-Channel DVR System with H.264 Video Compression,1079.73,Records up to 8 cameras images View multiple areas of your business Records 1 camera s audio,Take control of your video footage with the Clover 19  LCD with 8-Channel DVR System with H.264 Video Compression. Keep tabs on what s happening all around your business or home.,Clover 19  LCD with 8-Channel DVR System with H.264 Video Compression View multiple areas of your business or home from anywhere in the world by up to 16 users Live view record playback backup and network simultaneously with Pentaplex Records up to 8 cameras images and 1 camera s audio,http://i.walmartimages.com/i/p/00/61/75/17/08/0061751708307_300X300.jpg,TBUN0830,35.35,20.25,17,16
1352,15737672,88597654932,Lenovo,Laptop Computers,Lenovo Black 15.6  IdeaPad Z565-43113HU Laptop PC with AMD Turion II P560 Processor and Windows 7 Home Premium 64-bit,518,AMD Turion II P560 2.5GHz 4GB memory and 320GB hard drive 15.6  HD LED display Webcam 5-in-1 card reader and wireless Wi-Fi Genuine Microsoft Windows 7 Home Premium,This multimedia laptop also comes with OneKey Theater to deliver sharp and vibrant video with stunning clarity on a 15.6  HD widescreen. The IdeaPad Z565 also features a five in 1 card reader a 320GB hard drive 4GB RAM and much more.,Lenovo Black 15.6  HD LED backlit display ATI Mobility Radeon HD 4270  Additional Features 0.3MP webcam 5-in-1 memory card reader 2 x USB 2.0 ports 1 x eSATA USB combo port 1 x microphone jack 1 x headphone jack 1 x RJ-45 Ethernet port 1 x VGA port 1 x HDMI port 6-cell lithium-ion battery  Software Genuine Microsoft Windows 7 Home Premium To learn more about the features of Windows 7 click   here Microsoft Office Starter 2010 OneKey Rescue System  Support and Warranty 1-year Limited Warranty Restore discs are no longer included with PCs. We recommend you use the installed software to create your own restore and backup DVD the first week you use the computer.  What s In The Box Power cord 6-cell lithium-ion battery AC power adapter AC power cord Quick Start Guide    To see the manufacturer s specifications for this product click  here . To see a list of our PC Accessories click  here . Trade in your used computer and electronics for more cash to spend at Walmart. Good for your wallet and the environment - click  here .,http://i.walmartimages.com/i/p/00/88/59/76/54/0088597654932_300X300.jpg,43113HU,9,18.5,13.6,3.5
1353,15739153,79234332404,Sceptre,Television,Sceptre 24  ultra-slim E240RC-FHD,179,24  diagonal screen size HDMI Inputs 2 wall mountable,Great for a bedroom the Sceptre E240RC-FHD 24  LED HDTV. Contact your local cable or satellite TV provider for details on how to upgrade.,Sceptre 24  Class 1080p 60Hz LED HDTV 16 9 LED panel With Full HD 1920 x 1080 resolution Built-in ATSC QAM tuner Watch your favorite digital TV channels including HD programming where available right out of the box High 250cd m2 brightness Position this HDTV near light sources like doors and windows without worrying about troublesome glare 5ms response time For realistic and blur-free on-screen motion 2 HDMI ports Connect to your components with HDMI the one-cable lossless audio video solution HDMI cable sold separately,http://i.walmartimages.com/i/p/00/79/23/43/32/0079234332404_300X300.jpg,E240RC-FHD,15.81,22.5,16.9,7.7
1354,15747230,74061718269,Kingston,Memory,Kingston HyperX Grey Series 4GB 2 x 2GB DDR3 SDRAM 1600 240-Pin Desktop Memory Model,49.99,Storage Capacity 4GB Technology DDR SDRAM 240-pin,Kingston is the industry leader in PC memory. Our line of Hyperx desktop memory is ideal for PC enthusiasts and gamers.,Kingston HyperX Grey Series 4GB 2 x 2GB DDR3 SDRAM 1600 240-Pin Desktop Memory Model Storage Capacity 4GB Technology DDR SDRAM 240-pin Perfect for the gaming enthusiast,http://i.walmartimages.com/i/p/00/74/06/17/18/0074061718269_300X300.jpg,KHX1600C9D3X2K2/4GX,0.24,6.75,3.75,0.55
1355,15841919,84593303168,Tribeca,Electronics - General,Virginia Tech Hokies iPhone 4 Case Black Shell,29.99,Your quarterback needs the proper protection to last through the whole season. Same goes for your iPhone 4 Keep your phone in mint condition all season long with this Virginia Tech Hokies iPhone 4 Case Black Shell.,,Your quarterback needs the proper protection to last through the whole season. Same goes for your iPhone 4 Keep your phone in mint condition all season long with this Virginia Tech Hokies iPhone 4 Case Black Shell. Full color logo will not rub off or fade Easy access to all ports and touch screen Officially licensed by the NCAA,http://i.walmartimages.com/i/mp/00/84/59/33/03/0084593303168_P255075_300X300.jpg,FVA3168,,,,
